sample,_study,EIF4A1,EIF4E,EIF4G1,EIF4EBP1,RPS6KB1,MYC,_sample_type,primary disease or tissue,OS,OS.time
GTEX-TSE9-0005-SM-4DXUF,GTEX,15.2401,8.3832,12.4602,11.0132,8.5569,9.9409,Normal Tissue,Whole Blood,,
GTEX-111VG-0008-SM-5Q5BG,GTEX,15.2393,11.3038,14.0634,11.1699,10.1663,12.6202,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-WI4N-2726-SM-3LK7Y,GTEX,15.2391,9.7253,14.2741,10.5873,9.9695,14.0801,Normal Tissue,Skin - Not Sun Exposed (Suprapubic),,
GTEX-Y114-1726-SM-4TT7U,GTEX,15.2385,10.355,13.6118,9.1931,10.7725,14.5593,Normal Tissue,Ovary,,
GTEX-R55E-0008-SM-48FCG,GTEX,15.2384,10.4795,14.0878,11.6279,10.3021,13.2547,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-11DXX-0008-SM-5Q5B8,GTEX,15.2368,10.8328,13.9662,10.8327,10.3343,12.363,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-WHSE-0726-SM-4RTXA,GTEX,15.2352,11.7612,13.7985,9.6824,10.8857,11.9196,Normal Tissue,Artery - Coronary,,
GTEX-QDT8-0008-SM-48U2F,GTEX,15.2334,10.5308,14.2311,11.4257,10.326,13.2322,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-Y9LG-0008-SM-4VBRJ,GTEX,15.2317,10.8464,13.8721,11.3514,10.4562,13.0826,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-ZYVF-1626-SM-5N9EH,GTEX,15.2307,11.0175,14.3083,10.3935,10.2105,11.5752,Normal Tissue,Adrenal Gland,,
GTEX-SNOS-0008-SM-4DM6I,GTEX,15.2303,11.2998,14.5462,12.38,10.2793,13.9917,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-1117F-1326-SM-5EGHH,GTEX,15.2287,10.8671,13.4441,10.2314,10.5521,13.0167,Normal Tissue,Adipose - Visceral (Omentum),,
GTEX-QDVJ-0008-SM-48U2E,GTEX,15.2262,11.3255,14.7745,12.0502,10.2451,14.8104,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-14E6C-0126-SM-5RQIP,GTEX,15.2251,11.1738,14.2561,9.5551,10.3951,15.4696,Normal Tissue,Skin - Sun Exposed (Lower Leg),,
GTEX-YBZK-0008-SM-59HL6,GTEX,15.225,11.2132,14.3526,11.3494,10.3976,13.0269,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-11TT1-0526-SM-5P9JO,GTEX,15.2231,11.7332,14.7593,12.2432,10.5295,13.366,Normal Tissue,Esophagus - Mucosa,,
GTEX-14B4R-0526-SM-5QGQT,GTEX,15.2221,10.7306,14.0703,10.9349,10.3331,14.6212,Normal Tissue,Adipose - Visceral (Omentum),,
GTEX-X4EP-0011-R8B-SM-4QASL,GTEX,15.2217,11.7871,12.8353,8.1635,10.5069,9.4772,Normal Tissue,Brain - Hypothalamus,,
GTEX-NL3H-0006-SM-2I3FW,GTEX,15.2211,10.6035,12.3267,11.1855,10.5517,9.1215,Normal Tissue,Whole Blood,,
GTEX-U8XE-0526-SM-3DB8R,GTEX,15.2201,11.0366,13.9816,9.4862,10.5107,11.6885,Normal Tissue,Nerve - Tibial,,
GTEX-11P81-0008-SM-5S2OT,GTEX,15.2175,11.1075,14.2939,11.3121,10.2973,11.5856,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-SUCS-0008-SM-4DM53,GTEX,15.2169,11.0046,14.2553,11.2938,10.1513,13.1522,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-139UW-1126-SM-5IJEJ,GTEX,15.216,11.3758,14.3451,11.0936,10.9938,13.2157,Normal Tissue,Esophagus - Mucosa,,
GTEX-13OVH-1026-SM-5J2NP,GTEX,15.2146,10.7355,13.5773,9.1385,10.2482,12.1016,Normal Tissue,Lung,,
GTEX-13O1R-2426-SM-5KLZZ,GTEX,15.2125,10.9807,14.221,10.495,10.6767,11.0703,Normal Tissue,Colon - Sigmoid,,
GTEX-13FH7-1426-SM-5IFIC,GTEX,15.2089,9.8005,13.8303,12.9438,10.6486,11.3051,Normal Tissue,Pancreas,,
GTEX-XLM4-0005-SM-4AT4P,GTEX,15.2079,9.3199,12.3986,10.5877,9.3635,10.5148,Normal Tissue,Whole Blood,,
GTEX-14A5H-0326-SM-5RQIB,GTEX,15.2057,11.317,15.1436,9.1327,11.4377,13.2544,Normal Tissue,Muscle - Skeletal,,
GTEX-ZYFD-2026-SM-5E459,GTEX,15.2055,11.4718,14.4359,10.2366,10.5947,11.5994,Normal Tissue,Heart - Atrial Appendage,,
GTEX-ZYW4-0826-SM-5GIDG,GTEX,15.2049,10.7262,13.5461,10.349,10.5009,12.8254,Normal Tissue,Breast - Mammary Tissue,,
GTEX-11TT1-0926-SM-5GU5M,GTEX,15.2048,10.9017,14.5243,10.7336,9.9269,13.8733,Normal Tissue,Colon - Sigmoid,,
GTEX-S7PM-0008-SM-3NM9Q,GTEX,15.2036,11.4195,14.6957,12.3416,10.3952,14.1113,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-13OVH-1126-SM-5K7YP,GTEX,15.2025,10.6864,13.0329,10.6395,10.0444,11.6887,Normal Tissue,Adipose - Visceral (Omentum),,
GTEX-11EMC-0002-SM-5Q5DO,GTEX,15.2008,12.0195,14.3877,9.9633,10.8453,12.4464,Cell Line,Cells - Ebv-Transformed Lymphocytes,,
GTEX-13OW6-0826-SM-5L3GA,GTEX,15.1957,11.1621,14.2561,8.4565,10.5527,12.2691,Normal Tissue,Lung,,
GTEX-T2IS-0008-SM-4DM75,GTEX,15.195,10.2398,13.8917,11.3188,10.2667,13.2584,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-12WSK-2126-SM-5CVNC,GTEX,15.1948,11.277,14.5643,9.6048,11.0142,14.8879,Normal Tissue,Skin - Not Sun Exposed (Suprapubic),,
GTEX-REY6-2426-SM-48FF5,GTEX,15.194,11.0381,14.2866,11.5241,10.6165,12.6049,Normal Tissue,Breast - Mammary Tissue,,
GTEX-U8XE-1726-SM-4E3IF,GTEX,15.1933,11.3226,14.1211,10.9423,10.9019,12.4254,Normal Tissue,Esophagus - Mucosa,,
GTEX-14E6C-1026-SM-5SI6P,GTEX,15.1883,10.9989,13.6901,8.5201,10.7239,12.807,Normal Tissue,Nerve - Tibial,,
GTEX-13CF3-0426-SM-5IJEU,GTEX,15.1877,10.9204,14.3707,10.4215,9.7656,11.8993,Normal Tissue,Lung,,
GTEX-YEC4-0926-SM-5PNXY,GTEX,15.1873,10.3977,14.1943,11.2346,10.3753,14.9996,Normal Tissue,Adipose - Visceral (Omentum),,
GTEX-11TUW-2526-SM-5EQKN,GTEX,15.1848,11.2806,15.7749,9.244,11.4082,14.0593,Normal Tissue,Muscle - Skeletal,,
GTEX-X4XY-0626-SM-4E3IN,GTEX,15.1841,11.2008,15.808,10.76,11.0138,11.7295,Normal Tissue,Muscle - Skeletal,,
GTEX-XMD2-0008-SM-4WWE7,GTEX,15.1815,11.2869,14.0788,12.0122,10.1633,12.8432,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-P44G-0006-SM-2TC6A,GTEX,15.1804,10.4033,12.4808,10.161,9.3812,9.9343,Normal Tissue,Whole Blood,,
GTEX-11EMC-0008-SM-5Q5DR,GTEX,15.1796,10.8864,14.091,10.8405,10.4178,12.3469,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-13X6I-2726-SM-5Q5ET,GTEX,15.179,10.5215,13.0027,9.7271,10.4693,12.2917,Normal Tissue,Colon - Sigmoid,,
GTEX-11TT1-0326-SM-5LUAY,GTEX,15.1788,10.2091,14.1654,12.5586,10.184,11.5646,Normal Tissue,Pancreas,,
GTEX-XUJ4-1726-SM-4BONW,GTEX,15.1772,10.7713,13.8756,10.7607,10.4894,14.0592,Normal Tissue,Adipose - Visceral (Omentum),,
GTEX-ZY6K-1426-SM-5GZX2,GTEX,15.1767,11.4743,14.4885,9.9755,10.6034,13.9586,Normal Tissue,Skin - Not Sun Exposed (Suprapubic),,
GTEX-13CF3-2126-SM-5IFJP,GTEX,15.1728,10.7969,14.1776,12.1348,10.5408,13.1479,Normal Tissue,Breast - Mammary Tissue,,
GTEX-117YW-0005-SM-5NQ8Z,GTEX,15.1726,9.2283,13.3651,9.4004,9.583,10.7721,Normal Tissue,Whole Blood,,
GTEX-OHPL-0626-SM-3MJGJ,GTEX,15.1716,11.5642,14.6557,11.333,10.8394,13.3587,Normal Tissue,Esophagus - Muscularis,,
GTEX-11WQK-1226-SM-5GU5Z,GTEX,15.1716,10.898,13.9657,9.9624,10.6961,12.4111,Normal Tissue,Lung,,
GTEX-11I78-1626-SM-5A5M2,GTEX,15.171,11.1387,14.3908,11.8101,10.3453,15.028,Normal Tissue,Esophagus - Gastroesophageal Junction,,
GTEX-ZP4G-0008-SM-4E3I4,GTEX,15.1701,10.6842,13.9568,11.9073,10.512,12.6226,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-YB5K-0008-SM-4VDT8,GTEX,15.1699,10.8711,14.4696,11.3505,10.154,12.9876,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-WHWD-0926-SM-4OORY,GTEX,15.1679,11.46,14.5184,10.791,10.2623,12.4699,Normal Tissue,Esophagus - Mucosa,,
GTEX-XGQ4-1526-SM-4AT6H,GTEX,15.1659,11.599,14.7158,11.0698,10.5747,12.6671,Normal Tissue,Esophagus - Mucosa,,
GTEX-131XE-0006-SM-5P9F9,GTEX,15.1644,9.4751,12.2508,11.0668,8.329,10.6793,Normal Tissue,Whole Blood,,
GTEX-14C38-2126-SM-5RQJO,GTEX,15.1641,11.2957,14.1077,12.4013,10.9436,13.5452,Normal Tissue,Esophagus - Mucosa,,
GTEX-OOBK-0008-SM-3NB27,GTEX,15.1638,11.2281,14.3284,12.3662,10.385,14.2445,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-1122O-0008-SM-5QGR2,GTEX,15.1627,11.2915,14.5212,11.331,10.0085,12.1342,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-OHPM-0008-SM-4E3IP,GTEX,15.1626,10.8558,14.4871,11.2804,10.1263,11.8373,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-13CF3-0826-SM-5LZYZ,GTEX,15.1613,10.9815,14.0193,10.9005,10.2757,13.6357,Normal Tissue,Heart - Atrial Appendage,,
GTEX-13111-0005-SM-5NQ7Z,GTEX,15.1608,9.5942,12.8215,10.795,9.084,10.681,Normal Tissue,Whole Blood,,
GTEX-WFG7-0001-SM-3P61S,GTEX,15.158,11.5977,14.729,10.3439,10.4527,12.7953,Cell Line,Cells - Ebv-Transformed Lymphocytes,,
GTEX-11TT1-2426-SM-5EQMK,GTEX,15.157,11.1086,14.322,11.781,10.3341,13.0883,Normal Tissue,Adipose - Subcutaneous,,
GTEX-13PVR-0526-SM-5S2OB,GTEX,15.1568,10.7583,14.0051,11.0653,10.6385,14.9162,Normal Tissue,Adipose - Visceral (Omentum),,
GTEX-11WQK-2326-SM-5GU4Z,GTEX,15.1565,11.4536,14.29,10.3507,11.2554,12.3138,Normal Tissue,Small Intestine - Terminal Ileum,,
GTEX-ZLV1-0926-SM-5S2MR,GTEX,15.1524,11.4681,14.0889,10.6611,10.4658,14.3816,Normal Tissue,Adipose - Visceral (Omentum),,
GTEX-VUSH-0004-SM-3P61T,GTEX,15.152,11.6409,14.4404,10.1182,10.4794,12.2682,Cell Line,Cells - Ebv-Transformed Lymphocytes,,
GTEX-1313W-0006-SM-5O9B1,GTEX,15.1409,9.6921,12.6709,9.2677,9.7261,11.4281,Normal Tissue,Whole Blood,,
GTEX-ZA64-1526-SM-5CVMD,GTEX,15.1408,10.4806,14.1472,11.6037,10.6006,13.0997,Normal Tissue,Breast - Mammary Tissue,,
GTEX-QXCU-0008-SM-48FCH,GTEX,15.1406,11.1064,14.2925,11.2222,10.2964,12.4596,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-13O1R-2326-SM-5IJF9,GTEX,15.1381,10.5353,13.9312,10.8345,10.2687,11.2377,Normal Tissue,Adrenal Gland,,
GTEX-ZYVF-0226-SM-5GIEG,GTEX,15.1375,11.2813,13.9748,11.4781,10.2453,13.2676,Normal Tissue,Adipose - Subcutaneous,,
GTEX-U8XE-2026-SM-3DB8S,GTEX,15.1374,10.1313,14.1051,12.2295,10.9034,12.2382,Normal Tissue,Pancreas,,
GTEX-12126-0006-SM-5O9B8,GTEX,15.1373,10.3459,12.1775,10.2758,9.1035,10.4446,Normal Tissue,Whole Blood,,
GTEX-11WQK-1526-SM-5EGKN,GTEX,15.1363,11.4727,13.7938,10.7564,11.1598,13.0861,Normal Tissue,Adipose - Visceral (Omentum),,
GTEX-13O1R-1026-SM-5KM2L,GTEX,15.1362,11.2329,13.9279,11.2451,10.1676,10.0168,Normal Tissue,Artery - Aorta,,
GTEX-147F4-0926-SM-5Q5EO,GTEX,15.136,11.2474,13.9444,8.0131,11.0816,11.9508,Normal Tissue,Lung,,
GTEX-OOBJ-0008-SM-3NB26,GTEX,15.136,11.1895,14.7007,12.3918,9.8229,13.7783,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-ZT9W-0008-SM-4YCDJ,GTEX,15.1341,10.8645,14.412,11.3345,10.4419,11.8591,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-OXRL-0008-SM-3NB29,GTEX,15.1335,11.1391,14.2736,12.2132,10.2668,14.4287,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-12WS9-1426-SM-5FQT3,GTEX,15.1331,11.2459,14.0138,9.8776,11.0101,12.8885,Normal Tissue,Stomach,,
GTEX-WI4N-1026-SM-3LK7N,GTEX,15.1291,10.0781,14.5024,9.842,10.2774,13.5932,Normal Tissue,Skin - Sun Exposed (Lower Leg),,
GTEX-RVPV-0006-SM-2TF6Q,GTEX,15.129,9.3093,12.4428,9.5221,9.5221,9.5083,Normal Tissue,Whole Blood,,
GTEX-QDVN-0006-SM-48U1R,GTEX,15.1274,9.1635,13.1296,10.193,7.6612,7.6358,Normal Tissue,Whole Blood,,
GTEX-ZDTS-0008-SM-4E3I8,GTEX,15.1266,10.6544,14.1234,11.4311,10.2869,13.3233,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-P4QT-1526-SM-3NMCT,GTEX,15.1252,10.7308,14.6205,10.1191,10.4028,14.0552,Normal Tissue,Stomach,,
GTEX-13OVJ-0726-SM-5KM1W,GTEX,15.1233,11.3089,14.0925,9.8664,10.2692,11.2787,Normal Tissue,Lung,,
GTEX-X4EP-0011-R6A-SM-3P629,GTEX,15.1227,11.8395,13.9459,9.2364,10.5234,8.8754,Normal Tissue,Brain - Nucleus Accumbens (Basal Ganglia),,
GTEX-ZC5H-0008-SM-4WAX8,GTEX,15.122,10.5174,13.8627,11.4821,10.37,13.7398,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-11GSP-0008-SM-5Q5DM,GTEX,15.1213,10.9638,14.2851,10.8166,10.3565,12.2676,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-ZVT4-0008-SM-57WCA,GTEX,15.1199,10.735,14.0873,11.2491,10.4618,13.071,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-XXEK-1126-SM-4BRUX,GTEX,15.1195,10.8888,14.7522,12.2022,10.1926,11.7769,Normal Tissue,Liver,,
GTEX-WFG8-0326-SM-4LVN4,GTEX,15.1177,10.051,14.0014,12.7373,10.1832,11.034,Normal Tissue,Pancreas,,
GTEX-Y9LG-0626-SM-4WWDH,GTEX,15.1151,11.5426,14.7809,10.8013,11.2526,14.2603,Normal Tissue,Esophagus - Mucosa,,
GTEX-12WS9-0226-SM-5EQ4X,GTEX,15.1146,10.9845,13.588,10.2132,10.7709,12.1409,Normal Tissue,Adipose - Subcutaneous,,
GTEX-Y3I4-1226-SM-4TT8N,GTEX,15.1134,11.6137,14.7183,11.4494,11.0215,13.0011,Normal Tissue,Esophagus - Mucosa,,
GTEX-QEG4-0008-SM-48TYZ,GTEX,15.1121,11.2269,14.769,12.0933,10.1576,14.4874,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-ZVP2-0005-SM-51MRK,GTEX,15.1103,10.3495,12.6804,11.1702,9.9904,10.5677,Normal Tissue,Whole Blood,,
GTEX-WOFM-0726-SM-3MJF8,GTEX,15.1087,10.7262,14.0231,10.2106,10.718,14.2087,Normal Tissue,Adipose - Visceral (Omentum),,
GTEX-14BMU-0926-SM-5S2QB,GTEX,15.1085,12.0295,14.5694,10.5937,11.4069,13.7357,Normal Tissue,Esophagus - Mucosa,,
GTEX-13O3P-0326-SM-5K7VM,GTEX,15.1084,10.7943,13.845,9.2077,10.5477,13.3743,Normal Tissue,Nerve - Tibial,,
GTEX-13O3O-0726-SM-5J1N7,GTEX,15.1081,11.0198,13.6861,8.6715,11.0602,12.0743,Normal Tissue,Lung,,
GTEX-X4EP-0011-R2B-SM-3P625,GTEX,15.1078,11.633,12.9666,9.5776,10.3056,8.1564,Normal Tissue,Brain - Substantia Nigra,,
GTEX-Q2AG-0005-SM-5SI7F,GTEX,15.1069,9.411,13.2726,9.9322,9.0729,9.9454,Normal Tissue,Whole Blood,,
GTEX-ZV6S-0008-SM-4YCF9,GTEX,15.1064,10.6515,14.0133,10.3563,10.4729,13.2522,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-ZZPU-0326-SM-5N9BJ,GTEX,15.1057,10.8339,14.0345,10.5338,10.0819,13.7791,Normal Tissue,Adipose - Visceral (Omentum),,
GTEX-SN8G-0008-SM-4DM4X,GTEX,15.1054,11.2043,14.6628,12.2018,10.2844,14.0938,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-XV7Q-0826-SM-4BRV7,GTEX,15.104,11.2367,14.5032,10.0545,10.0564,12.9814,Normal Tissue,Heart - Left Ventricle,,
GTEX-13O1R-1326-SM-5IJF5,GTEX,15.1039,11.6439,14.3019,12.0331,11.1088,13.0329,Normal Tissue,Esophagus - Mucosa,,
GTEX-11EQ9-1226-SM-5987E,GTEX,15.1027,10.8913,14.5997,9.4243,10.7558,15.1431,Normal Tissue,Stomach,,
GTEX-RNOR-0005-SM-2TF4Z,GTEX,15.1014,8.5937,12.8767,8.9375,9.2224,10.7428,Normal Tissue,Whole Blood,,
GTEX-ZE9C-0008-SM-4E3K6,GTEX,15.0992,10.5017,14.1231,11.7538,10.5617,13.5323,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-YEC4-1026-101814-SM-5P9FX,GTEX,15.0969,11.0654,14.6037,10.9424,11.2069,12.3986,Normal Tissue,Esophagus - Mucosa,,
GTEX-XMD1-0008-SM-4AT41,GTEX,15.0963,10.8377,14.199,11.2278,10.0378,13.6745,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-ZAJG-0226-SM-5HL81,GTEX,15.0949,10.6522,13.7437,9.8696,10.8313,13.2951,Normal Tissue,Adipose - Subcutaneous,,
GTEX-WI4N-1826-SM-4OOSF,GTEX,15.0932,9.478,13.6445,12.5064,10.7984,12.0697,Normal Tissue,Pancreas,,
GTEX-14A5I-2126-SM-5NQA8,GTEX,15.0927,11.0552,14.1566,8.8196,10.3186,12.1596,Normal Tissue,Adrenal Gland,,
GTEX-11WQC-0006-SM-5LZVP,GTEX,15.0924,10.5335,12.7057,10.6309,10.1474,10.8724,Normal Tissue,Whole Blood,,
GTEX-11P7K-0826-SM-5BC5F,GTEX,15.0918,10.9372,13.9137,9.7805,10.5959,14.9485,Normal Tissue,Adipose - Visceral (Omentum),,
GTEX-148VJ-1626-SM-5QGPH,GTEX,15.0917,11.1977,13.4372,8.8362,10.9097,12.7063,Normal Tissue,Adrenal Gland,,
GTEX-12WS9-0426-SM-59HJW,GTEX,15.0895,10.9319,13.8858,9.0201,10.8506,12.4823,Normal Tissue,Nerve - Tibial,,
GTEX-QVUS-0006-SM-3GAE8,GTEX,15.0887,8.947,12.7149,9.6276,9.3303,9.8769,Normal Tissue,Whole Blood,,
GTEX-QESD-0826-SM-47J4G,GTEX,15.0881,11.7315,14.6753,10.6139,11.0639,12.6726,Normal Tissue,Esophagus - Mucosa,,
GTEX-13X6H-1326-SM-5LU42,GTEX,15.0866,11.657,14.672,11.0032,10.9272,12.5445,Normal Tissue,Esophagus - Mucosa,,
GTEX-U8XE-0326-SM-3DB8P,GTEX,15.085,11.0014,14.5326,9.4446,10.31,14.1959,Normal Tissue,Skin - Sun Exposed (Lower Leg),,
GTEX-WOFM-0626-SM-4OOS3,GTEX,15.0844,11.3479,14.4631,10.2927,11.1503,13.3201,Normal Tissue,Esophagus - Mucosa,,
GTEX-117YW-1826-SM-5PNY5,GTEX,15.0787,11.9114,13.546,9.4659,9.8873,12.0296,Normal Tissue,Colon - Transverse,,
GTEX-148VJ-0006-SM-5NQB1,GTEX,15.0734,9.9176,13.6896,9.9819,9.833,10.3267,Normal Tissue,Whole Blood,,
GTEX-WH7G-2026-SM-3NMBL,GTEX,15.0718,11.0935,14.5672,10.5707,10.2313,13.4126,Normal Tissue,Skin - Not Sun Exposed (Suprapubic),,
GTEX-ZT9X-0326-SM-51MTE,GTEX,15.0717,10.9761,14.099,11.1289,9.958,10.9781,Normal Tissue,Lung,,
GTEX-ZP4G-2426-SM-57WEY,GTEX,15.0709,11.2954,13.7692,10.2367,9.5346,13.137,Normal Tissue,Skin - Sun Exposed (Lower Leg),,
GTEX-13PVQ-1526-SM-5IFEQ,GTEX,15.0707,10.5817,14.463,9.7181,11.0509,12.664,Normal Tissue,Liver,,
GTEX-147F4-2526-SM-5NQBB,GTEX,15.0689,11.1479,14.3707,8.1802,10.8041,12.1152,Normal Tissue,Adrenal Gland,,
GTEX-ZE9C-0006-SM-4WKG2,GTEX,15.0669,10.5459,12.6013,10.3661,10.1256,10.9996,Normal Tissue,Whole Blood,,
GTEX-QEG5-0626-SM-2S1PP,GTEX,15.0665,10.8317,14.0373,9.0326,10.6013,12.1342,Normal Tissue,Artery - Tibial,,
GTEX-N7MS-0007-SM-2D7W1,GTEX,15.0663,9.371,13.2777,9.316,9.5566,10.2673,Normal Tissue,Whole Blood,,
GTEX-ZV68-0008-SM-4YCCV,GTEX,15.0652,10.8216,13.9614,10.7469,10.2926,12.1261,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-11EM3-0626-SM-5H12Z,GTEX,15.0647,11.68,14.9933,8.955,10.1585,12.3832,Normal Tissue,Heart - Left Ventricle,,
GTEX-XK95-0426-SM-4AT4R,GTEX,15.0631,10.8379,13.6196,10.2904,10.4961,12.6816,Normal Tissue,Adipose - Subcutaneous,,
GTEX-144GM-0126-SM-5Q5AX,GTEX,15.0592,10.6271,13.9661,10.5429,9.837,10.5939,Normal Tissue,Lung,,
GTEX-13N2G-0526-SM-5MR5L,GTEX,15.0575,11.0773,13.591,11.6617,10.298,12.7412,Normal Tissue,Artery - Aorta,,
GTEX-14E7W-0006-SM-5N9GG,GTEX,15.0567,10.1986,13.2331,9.1943,10.0751,10.8341,Normal Tissue,Whole Blood,,
GTEX-REY6-0326-SM-2TF5A,GTEX,15.0545,10.9097,13.9478,9.7918,11.0753,13.2701,Normal Tissue,Adipose - Subcutaneous,,
GTEX-YFC4-0006-SM-4RGLV,GTEX,15.0539,10.2049,13.1559,10.1114,10.0214,10.592,Normal Tissue,Whole Blood,,
GTEX-OXRK-0008-SM-3NB28,GTEX,15.0535,10.6581,14.063,11.6911,10.4565,12.5627,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-Y5V6-0008-SM-4V6FV,GTEX,15.0526,10.9088,14.3269,11.2306,10.0597,13.2521,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-131XF-0726-SM-5GIE5,GTEX,15.0524,10.7172,14.1313,10.2608,10.4571,13.8807,Normal Tissue,Adipose - Visceral (Omentum),,
GTEX-UPIC-1026-SM-4IHLT,GTEX,15.0476,11.0602,14.3902,11.0651,10.9464,11.8711,Normal Tissue,Esophagus - Mucosa,,
GTEX-13CF3-1026-SM-5LZWY,GTEX,15.0471,10.3061,14.3548,12.9791,10.6334,11.4372,Normal Tissue,Pancreas,,
GTEX-13OVJ-0426-SM-5L3GX,GTEX,15.0468,10.8902,13.9576,8.472,10.3347,12.7401,Normal Tissue,Nerve - Tibial,,
GTEX-145LV-1026-SM-5O9AE,GTEX,15.0468,10.4615,13.8028,12.052,10.3996,14.9762,Normal Tissue,Adipose - Visceral (Omentum),,
GTEX-ZVT3-0008-SM-51MRI,GTEX,15.0465,10.8453,14.1265,10.7001,10.566,13.2973,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-ZYWO-0126-SM-5GZWQ,GTEX,15.0464,11.3114,14.8955,8.395,10.1275,11.2962,Normal Tissue,Adrenal Gland,,
GTEX-11P81-0826-SM-5P9GR,GTEX,15.0455,11.9457,14.9952,11.0231,10.9043,12.3799,Normal Tissue,Esophagus - Mucosa,,
GTEX-13O3O-2326-SM-5IJD6,GTEX,15.043,11.2955,14.4806,8.8795,10.7668,15.0838,Normal Tissue,Skin - Not Sun Exposed (Suprapubic),,
GTEX-13FXS-0006-SM-5O99X,GTEX,15.0426,9.5962,13.1664,9.6895,8.8115,10.2,Normal Tissue,Whole Blood,,
GTEX-11TT1-1526-SM-5EQKU,GTEX,15.0401,11.1241,14.5794,11.1343,10.2113,13.1983,Normal Tissue,Artery - Coronary,,
GTEX-13OVH-1826-SM-5K7YW,GTEX,15.0398,11.1674,13.875,9.9716,10.5683,12.288,Normal Tissue,Esophagus - Gastroesophageal Junction,,
GTEX-S32W-0826-SM-4AD5Z,GTEX,15.0398,9.9277,13.9112,12.2453,10.8454,12.6648,Normal Tissue,Pancreas,,
GTEX-XOTO-0006-SM-4B64T,GTEX,15.0379,8.7663,13.0301,9.8093,8.9023,10.8211,Normal Tissue,Whole Blood,,
GTEX-ZTX8-0008-SM-4YCDV,GTEX,15.0373,10.7418,14.1836,11.1476,10.4208,12.3055,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-13PVQ-1926-SM-5L3GN,GTEX,15.0371,10.9849,14.2563,8.9039,10.9812,12.0531,Normal Tissue,Esophagus - Gastroesophageal Junction,,
GTEX-SNMC-0008-SM-4DM5A,GTEX,15.0362,11.1952,14.6489,11.953,10.2989,14.1725,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-11DXX-1126-SM-5GZZK,GTEX,15.0355,11.8431,14.6317,10.9126,10.9028,12.5092,Normal Tissue,Esophagus - Mucosa,,
GTEX-U8XE-0426-SM-3DB91,GTEX,15.0352,11.0468,13.9773,10.6543,10.6941,12.796,Normal Tissue,Adipose - Subcutaneous,,
GTEX-QXCU-0626-SM-2TC69,GTEX,15.0347,10.4724,14.0759,7.6939,10.7537,12.2231,Normal Tissue,Lung,,
GTEX-YJ89-0008-SM-4RGM4,GTEX,15.0346,11.0051,14.0841,11.0165,10.3517,12.5274,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-12WSB-0006-SM-5O998,GTEX,15.0338,9.5445,13.6858,10.6198,9.5299,10.7342,Normal Tissue,Whole Blood,,
GTEX-OXRL-0626-SM-3NM9C,GTEX,15.032,11.1568,14.5375,10.6814,10.9568,12.9869,Normal Tissue,Esophagus - Mucosa,,
GTEX-ZV6S-0003-SM-4YCCT,GTEX,15.0319,12.0993,14.0717,10.1802,10.6898,12.8902,Cell Line,Cells - Ebv-Transformed Lymphocytes,,
GTEX-P44G-1126-SM-3NM9D,GTEX,15.0305,10.4879,14.638,11.1194,10.8316,12.1291,Normal Tissue,Liver,,
GTEX-WVLH-0006-SM-3MJF7,GTEX,15.0291,10.1804,12.52,9.7613,10.1712,10.9388,Normal Tissue,Whole Blood,,
